Any;mes;dia;C_HORA_TRUCADA;D_COORD_GEO_IMPACTE
2013;3;1;99;30410293 82717884
2014;11;13;99;30421221 82600025
2013;4;22;17,43;34259023 85390685
2013;11;17;99;77
2013;7;22;99;77
2013;2;5;99;33524239 87377282
2013;9;3;99;77
2013;3;28;99;426252.981, 4579352.607
2014;6;6;99;27960478 79955026
2013;6;30;99;27325859 84223998
2014;1;26;99;29537988 82302184
2014;12;13;99;77
2014;10;9;99;31024992 88883214
2014;5;14;99;77
2013;4;23;99;31846024 87483166
2014;10;20;99;29502685 83693279
2014;11;4;99;33042523 88351442
2013;6;11;99;31725788 83668627
2014;7;4;99;28912795 83142822
2013;7;24;99;77
2014;6;30;99;77
2014;3;21;99;31120928 83649665
2013;1;28;99;77
2013;12;2;99;33777229 87302961
2013;9;11;99;77
2013;4;10;99;77
2014;12;17;99;77
2013;8;3;99;31027797 82775746
2014;3;18;99;77
2013;1;18;99;28681077 84340364
2014;7;18;99;77
2014;11;28;99;28728387 87303836
2013;6;25;99;29192589 84489096
2013;9;7;99;30219052 82394274
2014;12;18;99;77
2013;1;26;99;34359139 83953085
2014;10;19;99;27428928 84160976
2013;7;17;99;28556139 78016010
2014;5;16;99;77
2014;2;4;99;29447968 83346043
2014;7;31;99;77
2013;6;30;99;77
2014;8;28;99;34465975 83961075
2013;1;26;99;77
2013;10;26;99;29701355 83471653
2013;1;21;99;32117733 86430538
2014;7;8;99;31716980 85557484
2013;3;5;99;29145920 86099340
2013;3;14;99;31063243 86060303
2014;9;24;99;30969426 82482786
2013;10;10;99;31227031 83151734
2014;11;21;99;77
2014;7;18;99;29610352 82810750
2014;1;24;99;77
2014;7;3;99;77
2013;6;28;99;30647442 80914200
2013;1;17;99;28796356 78114772
2013;2;9;99;27223663 85021919
2014;10;16;99;26286818 82134973
2014;9;9;99;77
2014;3;31;99;77
2014;5;4;99;30217300 83153269
2014;4;22;99;29775788 84566133
2014;7;11;99;77
2014;9;23;99;31037586 84886217
2014;4;1;99;29703067 88047066
2013;5;22;99;31947775 83862788
2013;4;19;99;26183029 76900215
2014;11;16;99;32884073 82355260
2014;9;7;99;77
2013;5;8;99;28957748 86274203
2013;10;13;99;33075140 84053329
2013;10;2;16,08;28485692 82660615
2014;11;14;99;77
2014;9;23;99;77
2013;10;22;99;77
2014;6;30;99;30317672 86912104
2013;12;27;99;30790791 83710922
2014;5;13;99;77
2013;10;17;99;29061319 81270845
2014;4;27;99;425875.673, 4579207.431
2014;8;1;99;77
2013;7;15;99;27242834 81420402
2013;8;22;99;28264691 84216306
2014;10;6;99;77
2014;4;30;99;33731928 88526961
2014;12;4;99;426623.526, 4581160.530
2013;2;15;99;32204066 83031485
2014;1;5;99;31461244 84542851
2014;1;25;99;31017622 87544777
2014;3;11;99;31793401 81557688
2014;7;14;21,3;32715573 83277694
2014;10;25;99;29606373 78471509
2014;6;3;99;77
2013;12;19;99;30035970 82588598
2014;2;2;99;77
2013;11;29;99;77
2013;1;26;99;77
2014;10;19;99;29647078 84932304
2014;12;23;99;33076170 84049303
2013;5;13;99;29757342 82317315
2014;9;21;99;77
2014;9;20;99;27368967 84247674
2014;7;23;99;77
2014;9;10;99;30024474 83120317
2014;11;6;7,15;77
2014;10;4;9,1;26077917 82088069
2014;11;9;99;77
2013;3;30;99;29165239 85955971
2013;12;17;99;29189412 84491914
2014;1;9;99;77
2013;7;3;99;29504663 82344046
2014;4;27;99;26747044 82559153
2014;1;4;99;28658568 82633260
2014;10;28;99;77
2014;12;26;99;33064349 85575870
2014;9;24;99;27864406 79866556
2014;9;31;99;28865239 80954288
2013;7;26;99;31356061 86877481
2014;5;22;99;77
2013;11;8;99;30308125 82279193
2014;8;1;99;28550356 82072927
2013;12;5;99;30505622 83420524
2013;12;25;99;77
2013;8;27;99;29327495 86331786
2014;11;31;99;30082730 86191967
2014;3;17;99;30036199 83369324
2014;4;23;99;30714256 83211808
2014;6;1;99;77
2014;9;11;99;29644620 82585783
2014;12;18;99;32278763 84102024
2013;10;16;99;28897485 80913936
2013;9;12;99;33850371 84981770
2014;4;16;99;77
2013;7;12;99;427225.974, 4579722.236
2014;10;27;99;31556540 83899590
2013;3;9;8,27;28977024 81933356
2014;4;14;99;77
2014;10;9;99;33604179 88764164
2013;3;7;99;33073302 82536881
2013;10;7;99;29167696 82302960
2013;5;14;99;28608415 78067786
2014;12;21;99;77
2014;5;23;99;77
2013;10;18;99;31580135 82072042
2014;6;28;99;27641323 78526334
2013;6;15;99;26820407 82341936
2013;1;25;99;31683531 81566619
2014;7;30;99;27295718 82881829
2013;3;14;99;32594040 88368223
2013;12;23;99;30753465 81960310
2014;4;6;99;33287157 84992281
2014;8;30;99;77
2014;1;25;99;29234419 83119534
2014;4;8;99;30886967 83427506
2013;5;13;99;31351406 86552025
2013;7;10;99;30824117 83380355
2014;11;12;99;31517589 86777933
2013;10;3;99;77
2014;7;11;99;28325670 78855422
2013;3;21;99;31255279 80870045
2014;11;11;99;28241827 80240332
2014;3;26;99;32330046 88879554
2013;4;22;99;31838008 85500296
2013;8;27;99;28873002 84778478
2014;8;22;99;77
2014;4;4;99;27793429 82271661
2013;10;10;99;25862241 82033332
2013;6;4;99;77
2014;1;27;99;28977373 81552964
2013;9;13;13,48;31075608 87841672
2013;2;26;99;26246379 83627682
2013;12;19;99;26078964 81903599
2013;6;4;99;77
2013;10;8;99;30047634 83323192
2014;3;10;99;29716813 83463992
2014;2;5;99;28347149 86153765
2014;10;21;99;77
2013;6;17;99;30673257 83613209
2013;1;14;99;77
2013;3;30;99;77
2013;3;14;99;29576638 86411185
2013;10;10;99;29953321 80662738
2013;3;6;99;28606768 85040182
2013;6;21;99;30518290 83028342
2014;11;12;99;30880410 80714883
2014;9;3;99;26980161 84434490
2014;8;11;99;30497829 88280271
2014;12;11;99;30612051 83539830
2013;8;5;99;77
2013;1;12;99;31965603 82146390
2014;5;7;99;77
2013;11;9;99;77
2014;11;3;99;30026497 83340398
2013;5;19;99;30223462 84768242
2014;5;13;99;29922872 82679017
2014;7;4;99;77
2013;11;28;99;30208469 82401373
2014;4;30;99;77
2013;7;23;99;77
2014;2;28;99;33283476 82719865
2014;2;9;99;31258461 83420908
2013;11;29;99;26097455 83463366
2013;6;10;99;32484745 86758372
2014;5;14;99;77
2014;3;20;99;29400331 84424413
2013;4;8;99;31890175 87519336
2013;7;5;99;77
2013;7;13;99;28552262 86746018
2013;3;21;99;31420674 81317130
2013;11;31;99;34373919 83962257
2014;10;13;99;30958883 83695807
2013;7;18;99;77
2014;9;18;99;77
2014;3;21;99;31274680 81051622
2014;7;26;99;33042523 88351442
2013;12;18;99;77
2014;10;5;99;30197899 83132006
2014;8;12;99;30935793 84604384
2014;9;19;99;32321193 85773821
2013;5;4;99;31170124 83895963
2014;2;8;99;29569008 82138964
2014;5;4;99;77
2014;5;11;99;29119450 83922641
2014;11;20;13,45;33738328 85859857
2014;7;5;99;77
2013;3;27;99;27730092 83216459
2013;4;9;99;77
2013;7;7;99;29922748 84043864
2014;7;23;99;27859326 80946823
2014;4;1;99;29992479 83392957
2013;6;15;99;30134967 82503135
2013;7;31;99;29536747 82300286
2013;9;23;99;33507920 86850576
2014;7;23;99;32796226 88849072
2014;2;24;99;77
2013;12;14;99;33492421 88464533
2014;1;11;99;30977872 83533599
2014;4;16;99;29105604 87854316
2014;1;9;99;30436570 82422211
2014;4;3;99;77
2014;4;27;99;77
2013;9;21;99;29327037 86332642
2013;6;12;99;26291693 75927455
2013;11;3;99;29456326 81477054
2014;5;5;99;31645468 85314509
2013;7;5;99;29408712 83799676
2014;10;25;99;30239760 84854615
2013;4;4;99;27951554 82387665
2014;8;12;99;77
2013;6;31;99;30435393 81910514
2014;3;1;99;29365202 81158625
2013;5;22;99;32362176 83150112
2014;2;17;99;77
2013;6;28;99;32523644 85546598
2014;2;3;99;77
2014;4;6;99;32213241 84122946
2013;1;30;99;28677910 83015597
2014;4;12;99;26962155 82389730
2013;6;24;99;30066630 81843713
2013;7;11;99;32050530 83038055
2013;10;27;99;77
2013;7;2;99;32190908 84187320
2013;7;19;99;31539856 82757820
2014;5;4;99;29347300 84698813
2014;11;29;99;77
2013;8;21;99;28892379 80920442
2014;5;15;99;28646786 78911014
2014;10;19;99;28252590 81455321
2014;3;6;99;34372442 83965977
2013;3;25;99;32119933 84683543
2014;9;28;99;77
2013;7;30;99;77
2013;4;23;99;29371076 81908974
2014;7;10;99;30689273 82859713
2013;12;28;99;33325205 82744560
2014;12;14;99;28054073 84608553
2013;5;29;99;426891.070, 4577879.337
2013;12;18;99;77
2013;5;6;99;77
2013;5;14;99;425369.418, 4579735.124
2014;6;8;99;29009481 84429740
2013;12;8;99;33094732 84988236
2014;4;23;99;77
2014;3;12;99;77
2014;9;17;99;27984938 82718678
2014;1;9;99;31427688 83372736
2014;8;14;99;31654027 87151402
2013;6;21;99;28898256 82585133
2014;2;3;99;32151050 83952847
2013;6;2;99;29877382 82976516
2013;5;27;99;77
2014;4;2;18,1;77
2013;6;5;99;77
2013;12;28;99;28560067 80029700
2014;7;6;99;25962970 83631794
2014;5;22;99;28907091 82610065
2013;8;24;99;29683055 84962528
2013;3;18;99;77
2014;11;8;99;29965102 82520437
2014;3;18;99;29588565 87020770
2014;9;30;99;28186502 85883612
2013;6;28;99;426727.189, 4580783.496
2014;9;21;99;77
2013;12;9;99;77
2014;10;8;99;30263029 83482002
2013;8;2;99;31092533 84371449
2014;2;3;99;32276532 89088544
2013;3;27;8,48;29013356 80506339
2014;8;29;99;29377515 81331856
2014;7;26;99;28362239 82809110
2013;1;2;99;29852076 83311898
2013;10;29;99;30119200 83432181
2014;8;22;99;27264194 81579548
2013;10;14;99;30278790 82845524
2014;9;31;99;32505602 88423819
2014;1;27;99;31268233 83217023
2014;6;21;99;27027777 84913499
2014;5;24;99;77
2013;6;17;99;27352487 76605705
2013;7;9;99;77
2014;10;30;99;30687016 82862480
2014;9;20;99;30729280 83269696
2013;9;7;6,55;31172635 84287236
2014;12;13;99;30950766 82402653
2013;8;9;99;424770.550, 4580166.747
2014;6;3;99;77
2013;11;6;99;30450693 88333848
2013;5;29;99;27972167 79479495
2013;2;16;99;77
2014;4;8;99;77
2013;12;26;7,3;28097980 83736229
2014;7;2;99;30717658 82108752
2014;12;2;99;28833627 84637329
2014;2;3;99;30764873 79801481
2014;9;24;99;29843236 81810957
2014;5;6;99;28385247 85499517
2013;11;12;99;31927410 81651778
2013;12;12;99;27866366 83389912
2013;6;7;99;31266144 85571635
2014;6;11;99;28836479 82592535
2013;10;28;99;31731716 84628540
2013;8;22;99;425604.139, 4579155.753
2013;1;23;99;28298853 84232374
2014;2;19;99;29615365 81394338
2014;7;29;99;77
2014;4;31;99;31056548 83597417
2013;1;24;99;28672200 82943668
2014;1;22;99;31827640 83760422
2014;2;1;99;32229469 84154088
2013;7;19;99;27679076 83282457
2013;4;27;99;77
2014;9;20;99;33025617 84355496
2013;5;13;99;27027978 82401241
2014;6;12;99;77
2014;11;21;99;29864762 82425966
2013;9;9;99;30057047 81831585
2014;3;11;99;28694718 78174075
2014;12;16;99;77
2013;7;29;99;30377512 82748247
2013;6;11;99;77
2014;3;15;99;28334929 80346231
2013;2;12;12,3;77
2013;4;1;99;77
2014;7;21;99;29607070 84882634
2013;1;10;99;28033469 84041220
2014;11;23;99;77
2013;3;27;99;28513737 82895455
2014;9;19;99;30605811 82756768
2014;12;14;99;31247286 83780640
2014;11;10;99;30518219 82515686
2014;10;1;99;77
2014;6;7;99;30707361 80924376
2014;12;11;99;77
2013;9;11;99;31715446 81616442
2013;4;12;99;29571728 84842560
2013;7;11;99;29371292 82862438
2014;7;6;99;27797970 79842836
2014;4;30;99;30520247 83065062
2014;3;24;99;29154924 84628560
2014;4;6;99;77
2014;4;26;99;28000242 83980781
2014;4;26;99;27719209 79726962
2013;11;15;99;30205192 84670360
2014;4;17;99;25911598 83446697
2013;1;13;99;27351657 81166647
2014;6;16;99;30285571 82853005
2013;5;1;99;31680836 90453964
2013;3;26;99;27610997 84420748
2013;9;1;99;30383086 84246289
2013;11;12;99;33374501 89060756
2014;1;27;99;33189067 84885305
2014;8;5;99;77
2014;4;9;99;28984267 81871455
2013;9;11;99;32301338 84075551
2013;8;25;99;32605259 83200568
2013;6;20;99;27434504 84149242
2014;7;18;99;27493677 80576885
2013;2;8;99;27552623 84384843
2013;10;6;99;27942613 79962251
2014;12;5;99;77
2013;4;30;99;25556851 81933567
2013;6;11;99;31614976 85397379
2014;3;30;99;32492948 85750911
2013;7;13;99;25568611 81902468
2013;5;20;99;32644144 81568422
2014;4;1;99;77
2014;4;9;99;28893392 80934807
2014;10;11;99;30159194 82729107
2013;8;13;99;426432.425, 4578397.368
2013;3;20;99;77
2013;12;24;99;26629000 83725725
2014;6;1;99;30279135 82825693
2014;2;16;99;31556676 84089534
2013;11;9;99;30972982 81100075
2013;6;8;99;28027064 82737641
2013;5;5;99;77
2014;11;1;99;26861304 80801681
2013;1;21;99;32039649 85863824
2014;12;2;99;26630154 83963458
2013;7;21;99;29892934 82335956
2014;1;8;99;32295441 84093361
2013;11;26;99;32353416 89764625
2014;1;23;99;77
2013;5;29;99;77
2013;12;11;99;31924502 84468142
2013;10;29;99;29443125 81642248
2014;7;12;99;30440718 82626128
2014;4;22;99;77
2013;1;30;99;31580733 88854441
2014;4;18;99;29622791 83231483
2013;6;13;99;77
2014;9;2;99;77
2014;9;12;99;77
2014;9;19;99;29538002 82291526
2013;2;20;99;28853976 80859654
2013;3;10;99;29124468 80580778
2013;10;2;99;31831529 86267362
2014;3;21;99;77
2013;4;30;99;29153605 80571156
2013;1;9;99;34033367 87650241
2014;1;21;99;30209617 84136245
2014;11;21;99;27799518 79837352
2013;7;28;99;27333612 84226152
2013;9;24;99;77
2014;12;2;99;29745707 81704780
2013;1;10;99;31639101 86773721
2014;12;22;99;25862768 82031416
2014;5;8;99;31715446 81616442
2014;6;10;99;30149845 82949151
2013;3;22;99;77
2013;10;15;99;28545121 83986843
2013;10;27;99;25414056 81877441
2013;10;9;99;30405410 83334416
2014;8;25;99;77
2013;5;12;99;28699351 87243887
2013;6;30;99;30283898 82805851
2013;8;11;99;27547401 82549080
2013;11;2;99;31733826 84276938
2014;7;2;99;31307814 85950767
2013;6;22;99;77
2013;11;18;99;29055218 81033410
2013;4;10;99;77
2014;3;28;99;28185464 77790079
2014;6;2;99;33483023 82898535
2014;5;14;99;25622480 82930573
2014;1;29;99;424773.871, 4578704.495
2014;7;23;99;77
2013;6;2;99;77
2014;4;30;99;29993989 82753554
2014;1;11;99;31451391 83410702
2013;1;19;99;29430098 87984508
2014;2;18;99;33714664 84471191
2014;5;7;99;30613349 83722205
2014;1;19;99;77
2013;12;19;99;30768423 83350569
2014;7;20;99;30127422 82985686
2013;11;8;99;28472597 85142014
2013;11;17;99;77
2013;11;30;99;425170.805, 4580604.750
2013;3;14;99;77
2013;6;11;99;31504525 83709939
2013;9;19;99;33785067 86250653
2013;4;15;99;77
2013;1;29;99;77
2013;12;12;99;30428690 82978382
2014;9;9;99;77
2014;12;12;99;77
2013;1;12;99;77
2014;10;5;99;31431556 83407579
2013;10;7;99;28191256 82386642
2014;9;30;99;24190737 86762064
2014;7;20;99;28917860 82570743
2013;4;5;99;30022112 82194371
2014;10;15;99;27263335 81032281
2014;10;15;99;30139841 85552743
2013;7;17;99;28117982 80141091
2013;5;16;99;77
2014;12;21;99;29619949 82749142
2013;8;22;99;30378130 84705240
2013;2;23;99;77
2013;9;7;99;77
2014;5;28;99;31443685 83786514
2014;8;22;99;28901072 81815333
2013;10;25;99;31167727 83896033
2013;11;26;99;77
2014;7;20;99;77
2014;3;5;99;30190421 84517111
2013;7;16;99;27548726 81612013
2013;6;1;99;77
2013;8;9;99;32074967 83161212
2013;10;2;99;33271654 85388505
2014;3;19;99;31836793 81791556
2013;3;8;99;30556053 81019731
2013;6;19;99;26982688 82392252
2013;3;27;99;33381391 83032315
2013;6;3;99;31385563 82721348
2013;12;12;99;28741972 87324497
2014;6;18;99;77
2013;5;24;99;28188764 83326930
2014;1;26;99;32214500 84176417
2014;11;4;99;31052706 80964836
2013;2;8;99;28995300 83275708
2013;1;10;99;26489864 83642065
2014;8;12;99;28365169 82088866
2014;4;14;99;30486512 83638279
2013;3;5;99;31604150 86301885
2014;7;21;99;29817378 82202389
2014;5;8;99;27249459 84637129
2013;9;29;99;77
2014;2;21;99;425318.504, 4581081.994
2014;10;6;99;32124676 84640255
2013;9;9;99;31108691 87016570
2014;6;14;99;31947143 81675863
2014;10;23;99;27424230 84165824
2013;6;15;99;27972960 76127632
2013;1;11;99;31920252 83127597
2013;3;6;99;30235916 80256548
2014;7;13;99;26814557 84673488
2014;6;7;99;32318921 89275300
2013;7;14;99;32278518 88262062
2014;9;29;15,19;29850283 82381273
2013;2;16;99;29353329 80929334
2014;7;23;99;26890988 83635678
2013;10;2;99;77
2013;8;4;99;77
2014;7;13;99;29098594 83371588
2013;6;22;99;31256713 85749483
2013;4;13;99;30868050 82487994
2013;1;8;99;32517430 83854023
2013;7;22;99;29537618 83227327
2014;3;18;99;29069663 81063969
2014;10;23;99;33615816 88763149
2014;11;11;99;30007898 82018488
2013;11;12;99;77
2014;12;22;99;31175709 83708013
2014;3;23;99;27117538 82025674
2014;1;25;99;77
2013;11;1;14,15;32806168 83386130
2014;6;13;99;28394233 82139010
2014;9;27;99;29537618 83227327
2014;7;20;99;26632018 83720374
2013;10;25;99;77
2014;2;19;99;28290606 84219075
2013;10;14;99;26528143 83279982
2014;1;12;99;26664678 81746905
2014;11;5;99;77
2013;5;19;99;30672556 83613036
2013;6;23;99;77
2014;9;18;99;27988057 83567022
2013;3;5;99;31157254 84448238
2014;2;23;99;32560698 84514643
2014;11;14;99;77
2014;12;2;99;30025669 83336842
2014;9;9;99;31542131 82756352
2013;12;28;99;30799073 83726403
2013;11;2;99;26078964 81903599
2014;5;2;99;34094344 84537424
2014;10;28;99;32122299 81609964
2013;12;19;99;29461459 82227164
2014;4;13;99;31865232 87484042
2013;7;21;99;29643698 82978313
2014;2;24;99;29618700 83228467
2014;10;16;99;27161581 84950737
2013;4;4;99;31916505 82749956
2013;5;17;99;77
2013;5;16;99;28865239 80954288
2014;4;14;99;77
2013;3;17;99;77
2014;1;9;99;28483833 81474283
2014;6;14;99;27106935 82400086
2013;12;15;99;30235581 80248741
2014;10;16;99;32840821 81992042
2014;12;8;99;77
2014;12;14;99;31350325 87054808
2014;2;14;99;29817378 82202389
2014;7;4;99;427420.901, 4579370.000
2014;5;4;99;28874605 81648541
2014;2;3;99;77
2013;12;26;99;30092449 82845523
2013;5;13;99;77
2013;10;22;99;29842007 81617901
2013;7;14;99;28576374 80603787
2014;4;21;99;32647902 87025701
2014;3;18;99;28455551 82085311
2013;6;10;99;28772958 81753144
2014;8;5;99;30313065 83235054
2014;8;15;99;31497872 84775405
2013;2;11;99;29447364 83175478
2014;7;3;99;30614566 87162383
2013;5;5;17,32;25859274 82025594
2014;2;28;99;32743728 82188172
2013;4;31;99;28237170 84160590
2013;11;9;14,03;33816409 88478633
2014;3;10;99;77
2014;12;8;99;32182829 88885457
2014;11;18;99;77
2013;8;7;99;30113218 82497612
2013;5;18;99;34465589 83961894
2014;9;22;99;29445286 86535239
2013;3;16;99;28298565 84231565
2013;4;18;18,35;31849853 86265451
2013;8;19;99;31240067 85085612
2014;8;2;99;30827365 82763762
2013;4;1;99;30346847 83593623
2014;6;7;99;29760593 81718329
2013;11;19;99;30907227 84394021
2013;10;14;99;426175.827, 4580948.059
2013;9;15;99;77
2013;7;26;99;29550351 82106270
2014;12;20;99;28377623 80971398
2014;3;7;99;77
2014;2;30;99;77
2013;7;25;99;30292645 82309869
2013;3;9;99;28186584 84163142
2014;4;3;99;27796823 83474379
2013;8;3;99;31027042 87537687
2013;12;10;99;77
2013;5;22;99;30324630 82298379
2013;4;6;99;27466549 84947958
2014;1;5;99;77
2013;5;14;99;30620741 82595168
2014;8;18;99;30178839 84917045
2014;12;30;99;30519456 82506382
2014;10;18;99;77
2014;6;29;99;27701668 78939160
2013;10;25;99;77
2014;7;13;99;26866112 83875840
2014;11;28;99;29701355 83471653
2013;8;9;99;30780582 83520075
2013;12;18;99;30376559 87096253
2014;1;16;99;28791011 84346651
2014;10;14;99;77
2013;11;29;99;31241661 88691809
2013;1;1;99;28620089 83304378
2014;5;17;99;32142753 83111798
2013;9;22;99;77
2013;3;29;99;28499257 83624815
2014;10;20;99;29324298 84690344
2014;1;30;99;28025519 84658166
2013;5;28;99;77
2013;6;31;99;77
2014;3;3;99;27230691 82139938
2014;11;18;99;27908828 78652450
2013;5;4;99;27010215 82791626
2013;9;21;99;34522622 84199878
2013;1;14;99;28268117 84217153
2013;5;9;99;77
2014;7;28;99;27102714 84059220
2013;8;1;99;27067976 83200461
2014;5;7;99;29079804 80931144
2013;8;17;99;77
2013;7;7;99;29008406 83055780
2014;10;1;99;31149959 80711648
2014;6;31;99;27566947 82572858
2014;11;1;99;30466021 82117076
2014;1;4;99;77
2014;2;22;99;27518841 75150733
2014;2;29;99;27278013 76620826
2014;12;6;99;31505192 81246897
2014;10;27;99;31823531 83764310
2013;6;27;99;25554392 82201751
2013;7;18;99;29722499 86491435
2013;1;18;99;31229895 82108123
2013;5;22;99;77
2013;10;5;99;77
2014;10;4;99;77
2013;12;5;99;31778061 87495459
2014;7;23;99;30399495 82958902
2013;9;8;99;77
2013;2;3;99;29176582 79982266
2014;11;29;99;29724313 82484766
2013;9;2;99;25875004 82012789
2013;1;1;99;29798657 79395805
2013;6;14;99;32134094 85585539
2014;9;13;99;30316101 79244635
2013;10;11;99;28390097 80396681
2014;1;10;99;27547401 82549080
2014;6;28;99;30306861 83062708
2014;3;2;99;29561738 81524344
2014;12;15;99;28167268 81776300
2014;10;25;99;30020628 81607114
2013;5;4;10,3;29447957 83176799
2014;7;4;99;28462868 82871188
2013;6;12;99;77
2013;3;11;99;77
2014;6;3;99;31973637 86136283
2014;4;2;99;30966547 80185171
2013;1;7;99;31362306 87094911
2013;6;1;99;29036531 83817045
2013;4;15;99;77
2014;6;15;99;28140846 80161119
2013;3;7;99;28655648 82637740
2013;6;21;99;28493956 82559334
2013;5;2;99;28535782 83238605
2013;4;5;99;77
2014;9;5;99;28729807 80968803
2014;9;17;99;77
2013;5;10;99;30127714 83624970
2013;6;20;99;77
2013;9;2;99;31924647 86868097
2013;2;8;99;28245715 84207230
2014;11;14;99;30963377 81590094
2014;1;22;99;28311638 86159966
2013;3;29;99;28242627 80248620
2014;6;25;99;27186287 82452213
2013;1;24;99;28590412 81375974
2014;3;12;99;29857032 83321281
2014;6;17;99;77
2014;11;19;99;31416896 81158125
2014;4;5;99;28223456 79434732
2014;1;3;99;31888611 85811015
2013;8;17;99;77
2014;9;7;99;77
2013;6;26;99;27877155 83567259
2014;4;19;99;29429785 81999784
2013;7;19;99;31730174 84444581
2014;6;14;99;28244891 83000334
2014;2;19;99;77
2013;6;13;99;29525884 82148617
2014;7;28;99;29744975 81724062
2013;5;12;99;35067059 84886613
2013;4;19;99;28958166 86274085
2014;5;17;99;77
2014;3;3;99;30383086 84246289
2013;8;7;99;29081628 82785489
2014;3;15;99;33331216 85840264
2013;11;7;99;29861292 82421519
2014;2;21;99;31071114 87250801
2013;6;19;99;30977949 83512486
2013;11;14;99;31541479 83915077
2014;7;7;99;77
2013;8;15;99;29814564 82005740
2013;5;30;99;34759173 84433378
2014;2;21;99;27606950 83477681
2013;4;28;99;28952218 81761621
2013;7;28;99;30687824 82863088
2013;6;6;99;27704050 85334014
